"model","scenario","iso","variable","unit","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030","X2031","X2032","X2033","X2034","X2035","X2036","X2037","X2038","X2039","X2040","X2041","X2042","X2043","X2044","X2045","X2046","X2047","X2048","X2049","X2050","X2051","X2052","X2053","X2054","X2055","X2056","X2057","X2058","X2059","X2060","X2061","X2062","X2063","X2064","X2065","X2066","X2067","X2068","X2069","X2070","X2071","X2072","X2073","X2074","X2075","X2076","X2077","X2078","X2079","X2080","X2081","X2082","X2083","X2084","X2085","X2086","X2087","X2088","X2089","X2090","X2091","X2092","X2093","X2094","X2095","X2096","X2097","X2098","X2099","X2100"
"IIASA-WiC POP","SSP5","tcd","Population","million",11.227208,11.513726586,11.800245172,12.086763758,12.373282344,12.65980093,12.954895182,13.249989434,13.545083686,13.840177938,14.13527219,14.428541702,14.721811214,15.015080726,15.308350238,15.60161975,15.874458342,16.147296934,16.420135526,16.692974118,16.96581271,17.226663914,17.487515118,17.748366322,18.009217526,18.27006873,18.50325303,18.73643733,18.96962163,19.20280593,19.43599023,19.636632456,19.837274682,20.037916908,20.238559134,20.43920136,20.605886308,20.772571256,20.939256204,21.105941152,21.2726261,21.40829603,21.54396596,21.67963589,21.81530582,21.95097575,22.057450352,22.163924954,22.270399556,22.376874158,22.48334876,22.568374068,22.653399376,22.738424684,22.823449992,22.9084753,22.971656784,23.034838268,23.098019752,23.161201236,23.22438272,23.266254406,23.308126092,23.349997778,23.391869464,23.43374115,23.455474,23.47720685,23.4989397,23.52067255,23.5424054,23.544786978,23.547168556,23.549550134,23.551931712,23.55431329,23.537784138,23.521254986,23.504725834,23.488196682,23.47166753,23.436470808,23.401274086,23.366077364,23.330880642,23.29568392,23.243342196,23.191000472,23.138658748,23.086317024,23.0339753
"IIASA-WiC POP","SSP5","tgo","Population","million",6.027798,6.1408494764,6.2539009528,6.3669524292,6.4800039056,6.593055382,6.7072503926,6.8214454032,6.9356404138,7.0498354244,7.164030435,7.2708865024,7.3777425698,7.4845986372,7.5914547046,7.698310772,7.792277399,7.886244026,7.980210653,8.07417728,8.168143907,8.2532005798,8.3382572526,8.4233139254,8.5083705982,8.593427271,8.667131723,8.740836175,8.814540627,8.888245079,8.961949531,9.0230788228,9.0842081146,9.1453374064,9.2064666982,9.26759599,9.3162841106,9.3649722312,9.4136603518,9.4623484724,9.511036593,9.547183064,9.583329535,9.619476006,9.655622477,9.691768948,9.71563845,9.739507952,9.763377454,9.787246956,9.811116458,9.8235430572,9.8359696564,9.8483962556,9.8608228548,9.873249454,9.8742182816,9.8751871092,9.8761559368,9.8771247644,9.878093592,9.8680541846,9.8580147772,9.8479753698,9.8379359624,9.827896555,9.807438484,9.786980413,9.766522342,9.746064271,9.7256062,9.6958548464,9.6661034928,9.6363521392,9.6066007856,9.576849432,9.5387355414,9.5006216508,9.4625077602,9.4243938696,9.386279979,9.3406964034,9.2951128278,9.2495292522,9.2039456766,9.158362101,9.1062682712,9.0541744414,9.0020806116,8.9499867818,8.897892952
"IIASA-WiC POP","SSP5","tha","Population","million",69.122234,69.510009472,69.897784944,70.285560416,70.673335888,71.06111136,71.375426754,71.689742148,72.004057542,72.318372936,72.63268833,72.874692016,73.116695702,73.358699388,73.600703074,73.84270676,73.98201648,74.1213262,74.26063592,74.39994564,74.53925536,74.5927769,74.64629844,74.69981998,74.75334152,74.80686306,74.758402888,74.709942716,74.661482544,74.613022372,74.5645622,74.407819834,74.251077468,74.094335102,73.937592736,73.78085037,73.52489384,73.26893731,73.01298078,72.75702425,72.50106772,72.171277958,71.841488196,71.511698434,71.181908672,70.85211891,70.46540444,70.07868997,69.6919755,69.30526103,68.91854656,68.463567976,68.008589392,67.553610808,67.098632224,66.64365364,66.13265674,65.62165984,65.11066294,64.59966604,64.08866914,63.528129782,62.967590424,62.407051066,61.846511708,61.28597235,60.68631814,60.08666393,59.48700972,58.88735551,58.2877013,57.65753739,57.02737348,56.39720957,55.76704566,55.13688175,54.48768014,53.83847853,53.18927692,52.54007531,51.8908737,51.234040426,50.577207152,49.920373878,49.263540604,48.60670733,47.95361886,47.30053039,46.64744192,45.99435345,45.34126498
"IIASA-WiC POP","SSP5","tjk","Population","million",6.878636985,6.9263076478,6.9739783106,7.0216489734,7.0693196362,7.116990299,7.1339480078,7.1509057166,7.1678634254,7.1848211342,7.201778843,7.1826416424,7.1635044418,7.1443672412,7.1252300406,7.10609284,7.0650247026,7.0239565652,6.9828884278,6.9418202904,6.900752153,6.8464928142,6.7922334754,6.7379741366,6.6837147978,6.629455459,6.5616231072,6.4937907554,6.4259584036,6.3581260518,6.2902937,6.2100087254,6.1297237508,6.0494387762,5.9691538016,5.888868827,5.7995357506,5.7102026742,5.6208695978,5.5315365214,5.442203445,5.3494551336,5.2567068222,5.1639585108,5.0712101994,4.978461888,4.8856303158,4.7927987436,4.6999671714,4.6071355992,4.514304027,4.431329912,4.348355797,4.265381682,4.182407567,4.099433452,4.0263365832,3.9532397144,3.8801428456,3.8070459768,3.733949108,3.6696217836,3.6052944592,3.5409671348,3.4766398104,3.412312486,3.3565172818,3.3007220776,3.2449268734,3.1891316692,3.133336465,3.0858956066,3.0384547482,2.9910138898,2.9435730314,2.896132173,2.8567395158,2.8173468586,2.7779542014,2.7385615442,2.699168887,2.6676892488,2.6362096106,2.6047299724,2.5732503342,2.541770696,2.51809005,2.494409404,2.470728758,2.447048112,2.423367466
"IIASA-WiC POP","SSP5","tkm","Population","million",5.041995,5.090851744,5.139708488,5.188565232,5.237421976,5.28627872,5.3244252182,5.3625717164,5.4007182146,5.4388647128,5.477011211,5.5018974944,5.5267837778,5.5516700612,5.5765563446,5.601442628,5.6147050128,5.6279673976,5.6412297824,5.6544921672,5.667754552,5.6735854982,5.6794164444,5.6852473906,5.6910783368,5.696909283,5.6954841376,5.6940589922,5.6926338468,5.6912087014,5.689783556,5.6804037752,5.6710239944,5.6616442136,5.6522644328,5.642884652,5.625618072,5.608351492,5.591084912,5.573818332,5.556551752,5.5326676262,5.5087835004,5.4848993746,5.4610152488,5.437131123,5.4077126022,5.3782940814,5.3488755606,5.3194570398,5.290038519,5.2574851544,5.2249317898,5.1923784252,5.1598250606,5.127271696,5.092025186,5.056778676,5.021532166,4.986285656,4.951039146,4.9134080674,4.8757769888,4.8381459102,4.8005148316,4.762883753,4.7232587982,4.6836338434,4.6440088886,4.6043839338,4.564758979,4.524049954,4.483340929,4.442631904,4.401922879,4.361213854,4.3203725586,4.2795312632,4.2386899678,4.1978486724,4.157007377,4.1169732062,4.0769390354,4.0369048646,3.9968706938,3.956836523,3.918005718,3.879174913,3.840344108,3.801513303,3.762682498
"IIASA-WiC POP","SSP5","tls","Population","million",1.124355,1.1443091372,1.1642632744,1.1842174116,1.2041715488,1.224125686,1.240053821,1.255981956,1.271910091,1.287838226,1.303766361,1.3141657614,1.3245651618,1.3349645622,1.3453639626,1.355763363,1.3615632356,1.3673631082,1.3731629808,1.3789628534,1.384762726,1.3865300668,1.3882974076,1.3900647484,1.3918320892,1.39359943,1.3897342546,1.3858690792,1.3820039038,1.3781387284,1.374273553,1.365816045,1.357358537,1.348901029,1.340443521,1.331986013,1.318692089,1.305398165,1.292104241,1.278810317,1.265516393,1.2487415824,1.2319667718,1.2151919612,1.1984171506,1.18164234,1.1624593926,1.1432764452,1.1240934978,1.1049105504,1.085727603,1.0674230606,1.0491185182,1.0308139758,1.0125094334,0.994204891,0.9773159036,0.9604269162,0.9435379288,0.9266489414,0.909759954,0.8945542512,0.8793485484,0.8641428456,0.8489371428,0.83373144,0.8204422384,0.8071530368,0.7938638352,0.7805746336,0.767285432,0.7567259282,0.7461664244,0.7356069206,0.7250474168,0.714487913,0.7071693324,0.6998507518,0.6925321712,0.6852135906,0.67789501,0.6738043302,0.6697136504,0.6656229706,0.6615322908,0.657441611,0.656587424,0.655733237,0.65487905,0.654024863,0.653170676
"IIASA-WiC POP","SSP5","ton","Population","million",0.104058,0.1040817114,0.1041054228,0.1041291342,0.1041528456,0.104176557,0.103850503,0.103524449,0.103198395,0.102872341,0.102546287,0.1017286614,0.1009110358,0.1000934102,0.0992757846,0.098458159,0.097393129,0.096328099,0.095263069,0.094198039,0.093133009,0.0918969184,0.0906608278,0.0894247372,0.0881886466,0.086952556,0.085593678,0.0842348,0.082875922,0.081517044,0.080158166,0.0787590008,0.0773598356,0.0759606704,0.0745615052,0.07316234,0.0717323278,0.0703023156,0.0688723034,0.0674422912,0.066012279,0.0645989178,0.0631855566,0.0617721954,0.0603588342,0.058945473,0.0575746908,0.0562039086,0.0548331264,0.0534623442,0.052091562,0.050850897,0.049610232,0.048369567,0.047128902,0.045888237,0.0447887866,0.0436893362,0.0425898858,0.0414904354,0.040390985,0.0394460304,0.0385010758,0.0375561212,0.0366111666,0.035666212,0.0348779626,0.0340897132,0.0333014638,0.0325132144,0.031724965,0.0310743924,0.0304238198,0.0297732472,0.0291226746,0.028472102,0.0279581064,0.0274441108,0.0269301152,0.0264161196,0.025902124,0.0254955716,0.0250890192,0.0246824668,0.0242759144,0.023869362,0.0235577836,0.0232462052,0.0229346268,0.0226230484,0.02231147
"IIASA-WiC POP","SSP5","tto","Population","million",1.341465,1.3436352412,1.3458054824,1.3479757236,1.3501459648,1.352316206,1.3513200712,1.3503239364,1.3493278016,1.3483316668,1.347335532,1.343469007,1.339602482,1.335735957,1.331869432,1.328002907,1.322334021,1.316665135,1.310996249,1.305327363,1.299658477,1.292936033,1.286213589,1.279491145,1.272768701,1.266046257,1.2580618386,1.2500774202,1.2420930018,1.2341085834,1.226124165,1.2167714892,1.2074188134,1.1980661376,1.1887134618,1.179360786,1.1687584392,1.1581560924,1.1475537456,1.1369513988,1.126349052,1.1148921446,1.1034352372,1.0919783298,1.0805214224,1.069064515,1.0570913802,1.0451182454,1.0331451106,1.0211719758,1.009198841,0.9971706024,0.9851423638,0.9731141252,0.9610858866,0.949057648,0.9370354838,0.9250133196,0.9129911554,0.9009689912,0.888946827,0.8769475648,0.8649483026,0.8529490404,0.8409497782,0.828950516,0.8170937504,0.8052369848,0.7933802192,0.7815234536,0.769666688,0.7582037106,0.7467407332,0.7352777558,0.7238147784,0.712351801,0.7015547746,0.6907577482,0.6799607218,0.6691636954,0.658366669,0.6481539842,0.6379412994,0.6277286146,0.6175159298,0.607303245,0.597305819,0.587308393,0.577310967,0.567313541,0.557316115
"IIASA-WiC POP","SSP5","tun","Population","million",10.480934,10.577004752,10.673075504,10.769146256,10.865217008,10.96128776,11.04134431,11.12140086,11.20145741,11.28151396,11.36157051,11.42149563,11.48142075,11.54134587,11.60127099,11.66119611,11.699476672,11.737757234,11.776037796,11.814318358,11.85259892,11.87603737,11.89947582,11.92291427,11.94635272,11.96979117,11.981665552,11.993539934,12.005414316,12.017288698,12.02916308,12.02906475,12.02896642,12.02886809,12.02876976,12.02867143,12.014161712,11.999651994,11.985142276,11.970632558,11.95612284,11.926960566,11.897798292,11.868636018,11.839473744,11.81031147,11.766683146,11.723054822,11.679426498,11.635798174,11.59216985,11.535249776,11.478329702,11.421409628,11.364489554,11.30756948,11.239879466,11.172189452,11.104499438,11.036809424,10.96911941,10.893282392,10.817445374,10.741608356,10.665771338,10.58993432,10.507784182,10.425634044,10.343483906,10.261333768,10.17918363,10.0929062668,10.0066289036,9.9203515404,9.8340741772,9.747796814,9.6601965072,9.5725962004,9.4849958936,9.3973955868,9.30979528,9.2174321074,9.1250689348,9.0327057622,8.9403425896,8.847979417,8.751144039,8.654308661,8.557473283,8.460637905,8.363802527
"IIASA-WiC POP","SSP5","tur","Population","million",72.752325,73.527351336,74.302377672,75.077404008,75.852430344,76.62745668,77.25811441,77.88877214,78.51942987,79.1500876,79.78074533,80.289181688,80.797618046,81.306054404,81.814490762,82.32292712,82.712222448,83.101517776,83.490813104,83.880108432,84.26940376,84.57833138,84.887259,85.19618662,85.50511424,85.81404186,86.026695412,86.239348964,86.452002516,86.664656068,86.87730962,86.973692824,87.070076028,87.166459232,87.262842436,87.35922564,87.333876402,87.308527164,87.283177926,87.257828688,87.23247945,87.10357457,86.97466969,86.84576481,86.71685993,86.58795505,86.372487944,86.157020838,85.941553732,85.726086626,85.51061952,85.22096405,84.93130858,84.64165311,84.35199764,84.06234217,83.703533752,83.344725334,82.985916916,82.627108498,82.26830008,81.84147811,81.41465614,80.98783417,80.5610122,80.13419023,79.646146078,79.158101926,78.670057774,78.182013622,77.69396947,77.158362498,76.622755526,76.087148554,75.551541582,75.01593461,74.447439886,73.878945162,73.310450438,72.741955714,72.17346099,71.581168802,70.988876614,70.396584426,69.804292238,69.21200005,68.542020238,67.872040426,67.202060614,66.532080802,65.86210099
"IIASA-WiC POP","SSP5","tza","Population","million",44.841226,45.98190751,47.12258902,48.26327053,49.40395204,50.54463355,51.652882308,52.761131066,53.869379824,54.977628582,56.08587734,57.166584614,58.247291888,59.327999162,60.408706436,61.48941371,62.503013288,63.516612866,64.530212444,65.543812022,66.5574116,67.529797594,68.502183588,69.474569582,70.446955576,71.41934157,72.293640132,73.167938694,74.042237256,74.916535818,75.79083438,76.531059976,77.271285572,78.011511168,78.751736764,79.49196236,80.092365906,80.692769452,81.293172998,81.893576544,82.49398009,82.973998022,83.454015954,83.934033886,84.414051818,84.89406975,85.261397804,85.628725858,85.996053912,86.363381966,86.73071002,87.013870012,87.297030004,87.580189996,87.863349988,88.14650998,88.34325725,88.54000452,88.73675179,88.93349906,89.13024633,89.243062298,89.355878266,89.468694234,89.581510202,89.69432617,89.729236234,89.764146298,89.799056362,89.833966426,89.86887649,89.830307586,89.791738682,89.753169778,89.714600874,89.67603197,89.563532426,89.451032882,89.338533338,89.226033794,89.11353425,88.924484984,88.735435718,88.546386452,88.357337186,88.16828792,87.902849624,87.637411328,87.371973032,87.106534736,86.84109644
"IIASA-WiC POP","SSP5","uga","Population","million",33.424683,34.428426992,35.432170984,36.435914976,37.439658968,38.44340296,39.482617826,40.521832692,41.561047558,42.600262424,43.63947729,44.710628,45.78177871,46.85292942,47.92408013,48.99523084,50.078563562,51.161896284,52.245229006,53.328561728,54.41189445,55.524006644,56.636118838,57.748231032,58.860343226,59.97245542,61.051353792,62.130252164,63.209150536,64.288048908,65.36694728,66.367842362,67.368737444,68.369632526,69.370527608,70.37142269,71.275816198,72.180209706,73.084603214,73.988996722,74.89339023,75.712139342,76.530888454,77.349637566,78.168386678,78.98713579,79.712845204,80.438554618,81.164264032,81.889973446,82.61568286,83.254249902,83.892816944,84.531383986,85.169951028,85.80851807,86.346282864,86.884047658,87.421812452,87.959577246,88.49734204,88.932763292,89.368184544,89.803605796,90.239027048,90.6744483,91.013206698,91.351965096,91.690723494,92.029481892,92.36824029,92.616280338,92.864320386,93.112360434,93.360400482,93.60844053,93.765254662,93.922068794,94.078882926,94.235697058,94.39251119,94.456432538,94.520353886,94.584275234,94.648196582,94.71211793,94.685251684,94.658385438,94.631519192,94.604652946,94.5777867
"IIASA-WiC POP","SSP5","ukr","Population","million",45.448329,45.178975844,44.909622688,44.640269532,44.370916376,44.10156322,43.857940348,43.614317476,43.370694604,43.127071732,42.88344886,42.69574093,42.508033,42.32032507,42.13261714,41.94490921,41.802380984,41.659852758,41.517324532,41.374796306,41.23226808,41.124490402,41.016712724,40.908935046,40.801157368,40.69337969,40.604027252,40.514674814,40.425322376,40.335969938,40.2466175,40.152976208,40.059334916,39.965693624,39.872052332,39.77841104,39.671059292,39.563707544,39.456355796,39.349004048,39.2416523,39.12272607,39.00379984,38.88487361,38.76594738,38.64702115,38.520516348,38.394011546,38.267506744,38.141001942,38.01449714,37.853974252,37.693451364,37.532928476,37.372405588,37.2118827,37.016577904,36.821273108,36.625968312,36.430663516,36.23535872,36.003442266,35.771525812,35.539609358,35.307692904,35.07577645,34.811344776,34.546913102,34.282481428,34.018049754,33.75361808,33.466698596,33.179779112,32.892859628,32.605940144,32.31902066,32.02102931,31.72303796,31.42504661,31.12705526,30.82906391,30.527512062,30.225960214,29.924408366,29.622856518,29.32130467,28.993689946,28.666075222,28.338460498,28.010845774,27.68323105
"IIASA-WiC POP","SSP5","ury","Population","million",3.368786,3.371025566,3.373265132,3.375504698,3.377744264,3.37998383,3.3766161862,3.3732485424,3.3698808986,3.3665132548,3.363145611,3.3547047478,3.3462638846,3.3378230214,3.3293821582,3.320941295,3.3090937892,3.2972462834,3.2853987776,3.2735512718,3.261703766,3.247446623,3.23318948,3.218932337,3.204675194,3.190418051,3.1735614386,3.1567048262,3.1398482138,3.1229916014,3.106134989,3.0867532412,3.0673714934,3.0479897456,3.0286079978,3.00922625,2.9874105152,2.9655947804,2.9437790456,2.9219633108,2.900147576,2.8766194012,2.8530912264,2.8295630516,2.8060348768,2.782506702,2.7577125726,2.7329184432,2.7081243138,2.6833301844,2.658536055,2.6339276342,2.6093192134,2.5847107926,2.5601023718,2.535493951,2.511239995,2.486986039,2.462732083,2.438478127,2.414224171,2.390306959,2.366389747,2.342472535,2.318555323,2.294638111,2.269399793,2.244161475,2.218923157,2.193684839,2.168446521,2.1424634906,2.1164804602,2.0904974298,2.0645143994,2.038531369,2.012292826,1.986054283,1.95981574,1.933577197,1.907338654,1.880970702,1.85460275,1.828234798,1.801866846,1.775498894,1.7481752546,1.7208516152,1.6935279758,1.6662043364,1.638880697
"IIASA-WiC POP","SSP5","usa","Population","million",310.383948,313.3444719,316.3049958,319.2655197,322.2260436,325.1865675,328.73813448,332.28970146,335.84126844,339.39283542,342.9444024,347.02470358,351.10500476,355.18530594,359.26560712,363.3459083,367.6413234,371.9367385,376.2321536,380.5275687,384.8229838,389.16193936,393.50089492,397.83985048,402.17880604,406.5177616,410.9545231,415.3912846,419.8280461,424.2648076,428.7015691,433.27795888,437.85434866,442.43073844,447.00712822,451.583518,456.40988304,461.23624808,466.06261312,470.88897816,475.7153432,480.79473498,485.87412676,490.95351854,496.03291032,501.1123021,506.44447464,511.77664718,517.10881972,522.44099226,527.7731648,533.13063064,538.48809648,543.84556232,549.20302816,554.560494,559.87622926,565.19196452,570.50769978,575.82343504,581.1391703,586.39895642,591.65874254,596.91852866,602.17831478,607.4381009,612.44251152,617.44692214,622.45133276,627.45574338,632.460154,637.113324,641.766494,646.419664,651.072834,655.726004,660.04502644,664.36404888,668.68307132,673.00209376,677.3211162,681.16927086,685.01742552,688.86558018,692.71373484,696.5618895,699.8838544,703.2058193,706.5277842,709.8497491,713.171714
"IIASA-WiC POP","SSP5","uzb","Population","million",27.444702,27.672025886,27.899349772,28.126673658,28.353997544,28.58132143,28.737944776,28.894568122,29.051191468,29.207814814,29.36443816,29.435805778,29.507173396,29.578541014,29.649908632,29.72127625,29.729820382,29.738364514,29.746908646,29.755452778,29.76399691,29.733911886,29.703826862,29.673741838,29.643656814,29.61357179,29.547335698,29.481099606,29.414863514,29.348627422,29.28239133,29.177829604,29.073267878,28.968706152,28.864144426,28.7595827,28.61596093,28.47233916,28.32871739,28.18509562,28.04147385,27.866363978,27.691254106,27.516144234,27.341034362,27.16592449,26.965646734,26.765368978,26.565091222,26.364813466,26.16453571,25.95822075,25.75190579,25.54559083,25.33927587,25.13296091,24.92208358,24.71120625,24.50032892,24.28945159,24.07857426,23.863682028,23.648789796,23.433897564,23.219005332,23.0041131,22.786861516,22.569609932,22.352358348,22.135106764,21.91785518,21.701143442,21.484431704,21.267719966,21.051008228,20.83429649,20.623067386,20.411838282,20.200609178,19.989380074,19.77815097,19.577187256,19.376223542,19.175259828,18.974296114,18.7733324,18.586012276,18.398692152,18.211372028,18.024051904,17.83673178
"IIASA-WiC POP","SSP5","vct","Population","million",0.109333,0.1091187792,0.1089045584,0.1086903376,0.1084761168,0.108261896,0.107795536,0.107329176,0.106862816,0.106396456,0.105930096,0.105206453,0.10448281,0.103759167,0.103035524,0.102311881,0.101513745,0.100715609,0.099917473,0.099119337,0.098321201,0.0975043118,0.0966874226,0.0958705334,0.0950536442,0.094236755,0.0933929846,0.0925492142,0.0917054438,0.0908616734,0.090017903,0.0891315242,0.0882451454,0.0873587666,0.0864723878,0.085586009,0.0846590808,0.0837321526,0.0828052244,0.0818782962,0.080951368,0.0800094896,0.0790676112,0.0781257328,0.0771838544,0.076241976,0.0753094648,0.0743769536,0.0734444424,0.0725119312,0.07157942,0.0706848998,0.0697903796,0.0688958594,0.0680013392,0.067106819,0.0662575468,0.0654082746,0.0645590024,0.0637097302,0.062860458,0.06205793,0.061255402,0.060452874,0.059650346,0.058847818,0.0580941824,0.0573405468,0.0565869112,0.0558332756,0.05507964,0.0543771024,0.0536745648,0.0529720272,0.0522694896,0.051566952,0.0509152646,0.0502635772,0.0496118898,0.0489602024,0.048308515,0.0476697722,0.0470310294,0.0463922866,0.0457535438,0.045114801,0.0444923348,0.0438698686,0.0432474024,0.0426249362,0.04200247
"IIASA-WiC POP","SSP5","ven","Population","million",28.979857,29.378528484,29.777199968,30.175871452,30.574542936,30.97321442,31.319596046,31.665977672,32.012359298,32.358740924,32.70512255,33.00469863,33.30427471,33.60385079,33.90342687,34.20300295,34.450582232,34.698161514,34.945740796,35.193320078,35.44089936,35.645304142,35.849708924,36.054113706,36.258518488,36.46292327,36.616062598,36.769201926,36.922341254,37.075480582,37.22861991,37.32909207,37.42956423,37.53003639,37.63050855,37.73098071,37.77995926,37.82893781,37.87791636,37.92689491,37.97587346,37.980865996,37.985858532,37.990851068,37.995843604,38.00083614,37.96416317,37.9274902,37.89081723,37.85414426,37.81747129,37.740066444,37.662661598,37.585256752,37.507851906,37.43044706,37.31412275,37.19779844,37.08147413,36.96514982,36.84882551,36.695959944,36.543094378,36.390228812,36.237363246,36.08449768,35.898195096,35.711892512,35.525589928,35.339287344,35.15298476,34.93160668,34.7102286,34.48885052,34.26747244,34.04609436,33.774865788,33.503637216,33.232408644,32.961180072,32.6899515,32.37873424,32.06751698,31.75629972,31.44508246,31.1338652,30.793451832,30.453038464,30.112625096,29.772211728,29.43179836
"IIASA-WiC POP","SSP5","vnm","Population","million",87.84844499,88.669406668,89.490368346,90.311330024,91.132291702,91.95325338,92.607533438,93.261813496,93.916093554,94.570373612,95.22465367,95.652332596,96.080011522,96.507690448,96.935369374,97.3630483,97.59979002,97.83653174,98.07327346,98.31001518,98.5467569,98.65926238,98.77176786,98.88427334,98.99677882,99.1092843,99.093648218,99.078012136,99.062376054,99.046739972,99.03110389,98.867474684,98.703845478,98.540216272,98.376587066,98.21295786,97.896419284,97.579880708,97.263342132,96.946803556,96.63026498,96.183488814,95.736712648,95.289936482,94.843160316,94.39638415,93.849418406,93.302452662,92.755486918,92.208521174,91.66155543,91.046108612,90.430661794,89.815214976,89.199768158,88.58432134,87.91219852,87.2400757,86.56795288,85.89583006,85.22370724,84.49885467,83.7740021,83.04914953,82.32429696,81.59944439,80.82685835,80.05427231,79.28168627,78.50910023,77.73651419,76.907776908,76.079039626,75.250302344,74.421565062,73.59282778,72.68629737,71.77976696,70.87323655,69.96670614,69.06017573,68.124151484,67.188127238,66.252102992,65.316078746,64.3800545,63.407622178,62.435189856,61.462757534,60.490325212,59.51789289
"IIASA-WiC POP","SSP5","vut","Population","million",0.239651,0.2446203142,0.2495896284,0.2545589426,0.2595282568,0.264497571,0.2690976886,0.2736978062,0.2782979238,0.2828980414,0.287498159,0.2917044514,0.2959107438,0.3001170362,0.3043233286,0.308529621,0.312293483,0.316057345,0.319821207,0.323585069,0.327348931,0.3307713634,0.3341937958,0.3376162282,0.3410386606,0.344461093,0.3473845542,0.3503080154,0.3532314766,0.3561549378,0.359078399,0.3614392788,0.3638001586,0.3661610384,0.3685219182,0.370882798,0.3726725022,0.3744622064,0.3762519106,0.3780416148,0.379831319,0.3811394208,0.3824475226,0.3837556244,0.3850637262,0.386371828,0.3872060408,0.3880402536,0.3888744664,0.3897086792,0.390542892,0.390907611,0.39127233,0.391637049,0.392001768,0.392366487,0.3922495692,0.3921326514,0.3920157336,0.3918988158,0.391781898,0.3911796564,0.3905774148,0.3899751732,0.3893729316,0.38877069,0.3877064676,0.3866422452,0.3855780228,0.3845138004,0.383449578,0.3819415838,0.3804335896,0.3789255954,0.3774176012,0.375909607,0.3740045602,0.3720995134,0.3701944666,0.3682894198,0.366384373,0.3641247594,0.3618651458,0.3596055322,0.3573459186,0.355086305,0.352517283,0.349948261,0.347379239,0.344810217,0.342241195
"IIASA-WiC POP","SSP5","wsm","Population","million",0.183081,0.1827030382,0.1823250764,0.1819471146,0.1815691528,0.181191191,0.1802730936,0.1793549962,0.1784368988,0.1775188014,0.176600704,0.174999545,0.173398386,0.171797227,0.170196068,0.168594909,0.1665361402,0.1644773714,0.1624186026,0.1603598338,0.158301065,0.1559869638,0.1536728626,0.1513587614,0.1490446602,0.146730559,0.1443049678,0.1418793766,0.1394537854,0.1370281942,0.134602603,0.1321470376,0.1296914722,0.1272359068,0.1247803414,0.122324776,0.1198590918,0.1173934076,0.1149277234,0.1124620392,0.109996355,0.107579929,0.105163503,0.102747077,0.100330651,0.097914225,0.0955779064,0.0932415878,0.0909052692,0.0885689506,0.086232632,0.0841469134,0.0820611948,0.0799754762,0.0778897576,0.075804039,0.0740046156,0.0722051922,0.0704057688,0.0686063454,0.066806922,0.0652946354,0.0637823488,0.0622700622,0.0607577756,0.059245489,0.057971776,0.056698063,0.05542435,0.054150637,0.052876924,0.0518168874,0.0507568508,0.0496968142,0.0486367776,0.047576741,0.0467386428,0.0459005446,0.0450624464,0.0442243482,0.04338625,0.0427132184,0.0420401868,0.0413671552,0.0406941236,0.040021092,0.0394882814,0.0389554708,0.0384226602,0.0378898496,0.037357039
"IIASA-WiC POP","SSP5","yem","Population","million",24.052514,24.755968588,25.459423176,26.162877764,26.866332352,27.56978694,28.244467208,28.919147476,29.593827744,30.268508012,30.94318828,31.553472996,32.163757712,32.774042428,33.384327144,33.99461186,34.547259968,35.099908076,35.652556184,36.205204292,36.7578524,37.28648014,37.81510788,38.34373562,38.87236336,39.4009911,39.89239358,40.38379606,40.87519854,41.36660102,41.8580035,42.287592448,42.717181396,43.146770344,43.576359292,44.00594824,44.352811614,44.699674988,45.046538362,45.393401736,45.74026511,46.009454418,46.278643726,46.547833034,46.817022342,47.08621165,47.281063592,47.475915534,47.670767476,47.865619418,48.06047136,48.200365096,48.340258832,48.480152568,48.620046304,48.75994004,48.846805486,48.933670932,49.020536378,49.107401824,49.19426727,49.226597876,49.258928482,49.291259088,49.323589694,49.3559203,49.335419158,49.314918016,49.294416874,49.273915732,49.25341459,49.185038086,49.116661582,49.048285078,48.979908574,48.91153207,48.800980142,48.690428214,48.579876286,48.469324358,48.35877243,48.211469806,48.064167182,47.916864558,47.769561934,47.62225931,47.442388,47.26251669,47.08264538,46.90277407,46.72290276
