"em","sector","year","seasonality_file"
"CO","TRA",2038,"TRA_seasonality"
"CO","TRA",2039,"TRA_seasonality"
"CO","TRA",2040,"TRA_seasonality"
"CO","TRA",2041,"TRA_seasonality"
"CO","TRA",2042,"TRA_seasonality"
"CO","TRA",2043,"TRA_seasonality"
"CO","TRA",2044,"TRA_seasonality"
"CO","TRA",2045,"TRA_seasonality"
"CO","TRA",2046,"TRA_seasonality"
"CO","TRA",2047,"TRA_seasonality"
"CO","TRA",2048,"TRA_seasonality"
"CO","TRA",2049,"TRA_seasonality"
"CO","TRA",2050,"TRA_seasonality"
"CO","TRA",2051,"TRA_seasonality"
"CO","TRA",2052,"TRA_seasonality"
"CO","TRA",2053,"TRA_seasonality"
"CO","TRA",2054,"TRA_seasonality"
"CO","TRA",2055,"TRA_seasonality"
"CO","TRA",2056,"TRA_seasonality"
"CO","TRA",2057,"TRA_seasonality"
"CO","TRA",2058,"TRA_seasonality"
"CO","TRA",2059,"TRA_seasonality"
"CO","TRA",2060,"TRA_seasonality"
"CO","TRA",2061,"TRA_seasonality"
"CO","TRA",2062,"TRA_seasonality"
"CO","TRA",2063,"TRA_seasonality"
"CO","TRA",2064,"TRA_seasonality"
"CO","TRA",2065,"TRA_seasonality"
"CO","TRA",2066,"TRA_seasonality"
"CO","TRA",2067,"TRA_seasonality"
"CO","TRA",2068,"TRA_seasonality"
"CO","TRA",2069,"TRA_seasonality"
"CO","TRA",2070,"TRA_seasonality"
"CO","TRA",2071,"TRA_seasonality"
"CO","TRA",2072,"TRA_seasonality"
"CO","TRA",2073,"TRA_seasonality"
"CO","TRA",2074,"TRA_seasonality"
"CO","TRA",2075,"TRA_seasonality"
"CO","TRA",2076,"TRA_seasonality"
"CO","TRA",2077,"TRA_seasonality"
"CO","TRA",2078,"TRA_seasonality"
"CO","TRA",2079,"TRA_seasonality"
"CO","TRA",2080,"TRA_seasonality"
"CO","TRA",2081,"TRA_seasonality"
"CO","TRA",2082,"TRA_seasonality"
"CO","TRA",2083,"TRA_seasonality"
"CO","TRA",2084,"TRA_seasonality"
"CO","TRA",2085,"TRA_seasonality"
"CO","TRA",2086,"TRA_seasonality"
"CO","TRA",2087,"TRA_seasonality"
"CO","TRA",2088,"TRA_seasonality"
"CO","TRA",2089,"TRA_seasonality"
"CO","TRA",2090,"TRA_seasonality"
"CO","TRA",2091,"TRA_seasonality"
"CO","TRA",2092,"TRA_seasonality"
"CO","TRA",2093,"TRA_seasonality"
"CO","TRA",2094,"TRA_seasonality"
"CO","TRA",2095,"TRA_seasonality"
"CO","TRA",2096,"TRA_seasonality"
"CO","TRA",2097,"TRA_seasonality"
"CO","TRA",2098,"TRA_seasonality"
"CO","TRA",2099,"TRA_seasonality"
"CO","TRA",2100,"TRA_seasonality"
"CO2","TRA",2015,"TRA_seasonality"
"CO2","TRA",2016,"TRA_seasonality"
"CO2","TRA",2017,"TRA_seasonality"
"CO2","TRA",2018,"TRA_seasonality"
"CO2","TRA",2019,"TRA_seasonality"
"CO2","TRA",2020,"TRA_seasonality"
"CO2","TRA",2021,"TRA_seasonality"
"CO2","TRA",2022,"TRA_seasonality"
"CO2","TRA",2023,"TRA_seasonality"
"CO2","TRA",2024,"TRA_seasonality"
"CO2","TRA",2025,"TRA_seasonality"
"CO2","TRA",2026,"TRA_seasonality"
"CO2","TRA",2027,"TRA_seasonality"
"CO2","TRA",2028,"TRA_seasonality"
"CO2","TRA",2029,"TRA_seasonality"
"CO2","TRA",2030,"TRA_seasonality"
"CO2","TRA",2031,"TRA_seasonality"
"CO2","TRA",2032,"TRA_seasonality"
"CO2","TRA",2033,"TRA_seasonality"
"CO2","TRA",2034,"TRA_seasonality"
"CO2","TRA",2035,"TRA_seasonality"
"CO2","TRA",2036,"TRA_seasonality"
"CO2","TRA",2037,"TRA_seasonality"
"CO2","TRA",2038,"TRA_seasonality"
"CO2","TRA",2039,"TRA_seasonality"
"CO2","TRA",2040,"TRA_seasonality"
"CO2","TRA",2041,"TRA_seasonality"
"CO2","TRA",2042,"TRA_seasonality"
"CO2","TRA",2043,"TRA_seasonality"
"CO2","TRA",2044,"TRA_seasonality"
"CO2","TRA",2045,"TRA_seasonality"
"CO2","TRA",2046,"TRA_seasonality"
"CO2","TRA",2047,"TRA_seasonality"
"CO2","TRA",2048,"TRA_seasonality"
"CO2","TRA",2049,"TRA_seasonality"
"CO2","TRA",2050,"TRA_seasonality"
"CO2","TRA",2051,"TRA_seasonality"
"CO2","TRA",2052,"TRA_seasonality"
"CO2","TRA",2053,"TRA_seasonality"
"CO2","TRA",2054,"TRA_seasonality"
"CO2","TRA",2055,"TRA_seasonality"
"CO2","TRA",2056,"TRA_seasonality"
"CO2","TRA",2057,"TRA_seasonality"
"CO2","TRA",2058,"TRA_seasonality"
"CO2","TRA",2059,"TRA_seasonality"
"CO2","TRA",2060,"TRA_seasonality"
"CO2","TRA",2061,"TRA_seasonality"
"CO2","TRA",2062,"TRA_seasonality"
"CO2","TRA",2063,"TRA_seasonality"
"CO2","TRA",2064,"TRA_seasonality"
"CO2","TRA",2065,"TRA_seasonality"
"CO2","TRA",2066,"TRA_seasonality"
"CO2","TRA",2067,"TRA_seasonality"
"CO2","TRA",2068,"TRA_seasonality"
"CO2","TRA",2069,"TRA_seasonality"
"CO2","TRA",2070,"TRA_seasonality"
"CO2","TRA",2071,"TRA_seasonality"
"CO2","TRA",2072,"TRA_seasonality"
"CO2","TRA",2073,"TRA_seasonality"
"CO2","TRA",2074,"TRA_seasonality"
"CO2","TRA",2075,"TRA_seasonality"
"CO2","TRA",2076,"TRA_seasonality"
"CO2","TRA",2077,"TRA_seasonality"
"CO2","TRA",2078,"TRA_seasonality"
"CO2","TRA",2079,"TRA_seasonality"
"CO2","TRA",2080,"TRA_seasonality"
"CO2","TRA",2081,"TRA_seasonality"
"CO2","TRA",2082,"TRA_seasonality"
"CO2","TRA",2083,"TRA_seasonality"
"CO2","TRA",2084,"TRA_seasonality"
"CO2","TRA",2085,"TRA_seasonality"
"CO2","TRA",2086,"TRA_seasonality"
"CO2","TRA",2087,"TRA_seasonality"
"CO2","TRA",2088,"TRA_seasonality"
"CO2","TRA",2089,"TRA_seasonality"
"CO2","TRA",2090,"TRA_seasonality"
"CO2","TRA",2091,"TRA_seasonality"
"CO2","TRA",2092,"TRA_seasonality"
"CO2","TRA",2093,"TRA_seasonality"
"CO2","TRA",2094,"TRA_seasonality"
"CO2","TRA",2095,"TRA_seasonality"
"CO2","TRA",2096,"TRA_seasonality"
"CO2","TRA",2097,"TRA_seasonality"
"CO2","TRA",2098,"TRA_seasonality"
"CO2","TRA",2099,"TRA_seasonality"
"CO2","TRA",2100,"TRA_seasonality"
"NH3","TRA",2015,"TRA_seasonality"
"NH3","TRA",2016,"TRA_seasonality"
"NH3","TRA",2017,"TRA_seasonality"
"NH3","TRA",2018,"TRA_seasonality"
"NH3","TRA",2019,"TRA_seasonality"
"NH3","TRA",2020,"TRA_seasonality"
"NH3","TRA",2021,"TRA_seasonality"
"NH3","TRA",2022,"TRA_seasonality"
"NH3","TRA",2023,"TRA_seasonality"
"NH3","TRA",2024,"TRA_seasonality"
"NH3","TRA",2025,"TRA_seasonality"
"NH3","TRA",2026,"TRA_seasonality"
"NH3","TRA",2027,"TRA_seasonality"
"NH3","TRA",2028,"TRA_seasonality"
"NH3","TRA",2029,"TRA_seasonality"
"NH3","TRA",2030,"TRA_seasonality"
"NH3","TRA",2031,"TRA_seasonality"
"NH3","TRA",2032,"TRA_seasonality"
"NH3","TRA",2033,"TRA_seasonality"
"NH3","TRA",2034,"TRA_seasonality"
"NH3","TRA",2035,"TRA_seasonality"
"NH3","TRA",2036,"TRA_seasonality"
"NH3","TRA",2037,"TRA_seasonality"
"NH3","TRA",2038,"TRA_seasonality"
"NH3","TRA",2039,"TRA_seasonality"
"NH3","TRA",2040,"TRA_seasonality"
"NH3","TRA",2041,"TRA_seasonality"
"NH3","TRA",2042,"TRA_seasonality"
"NH3","TRA",2043,"TRA_seasonality"
"NH3","TRA",2044,"TRA_seasonality"
"NH3","TRA",2045,"TRA_seasonality"
"NH3","TRA",2046,"TRA_seasonality"
"NH3","TRA",2047,"TRA_seasonality"
"NH3","TRA",2048,"TRA_seasonality"
"NH3","TRA",2049,"TRA_seasonality"
"NH3","TRA",2050,"TRA_seasonality"
"NH3","TRA",2051,"TRA_seasonality"
"NH3","TRA",2052,"TRA_seasonality"
"NH3","TRA",2053,"TRA_seasonality"
"NH3","TRA",2054,"TRA_seasonality"
"NH3","TRA",2055,"TRA_seasonality"
"NH3","TRA",2056,"TRA_seasonality"
"NH3","TRA",2057,"TRA_seasonality"
"NH3","TRA",2058,"TRA_seasonality"
"NH3","TRA",2059,"TRA_seasonality"
"NH3","TRA",2060,"TRA_seasonality"
"NH3","TRA",2061,"TRA_seasonality"
"NH3","TRA",2062,"TRA_seasonality"
"NH3","TRA",2063,"TRA_seasonality"
"NH3","TRA",2064,"TRA_seasonality"
"NH3","TRA",2065,"TRA_seasonality"
"NH3","TRA",2066,"TRA_seasonality"
"NH3","TRA",2067,"TRA_seasonality"
"NH3","TRA",2068,"TRA_seasonality"
"NH3","TRA",2069,"TRA_seasonality"
"NH3","TRA",2070,"TRA_seasonality"
"NH3","TRA",2071,"TRA_seasonality"
"NH3","TRA",2072,"TRA_seasonality"
"NH3","TRA",2073,"TRA_seasonality"
"NH3","TRA",2074,"TRA_seasonality"
"NH3","TRA",2075,"TRA_seasonality"
"NH3","TRA",2076,"TRA_seasonality"
"NH3","TRA",2077,"TRA_seasonality"
"NH3","TRA",2078,"TRA_seasonality"
"NH3","TRA",2079,"TRA_seasonality"
"NH3","TRA",2080,"TRA_seasonality"
"NH3","TRA",2081,"TRA_seasonality"
"NH3","TRA",2082,"TRA_seasonality"
"NH3","TRA",2083,"TRA_seasonality"
"NH3","TRA",2084,"TRA_seasonality"
"NH3","TRA",2085,"TRA_seasonality"
"NH3","TRA",2086,"TRA_seasonality"
"NH3","TRA",2087,"TRA_seasonality"
"NH3","TRA",2088,"TRA_seasonality"
"NH3","TRA",2089,"TRA_seasonality"
"NH3","TRA",2090,"TRA_seasonality"
"NH3","TRA",2091,"TRA_seasonality"
"NH3","TRA",2092,"TRA_seasonality"
"NH3","TRA",2093,"TRA_seasonality"
"NH3","TRA",2094,"TRA_seasonality"
"NH3","TRA",2095,"TRA_seasonality"
"NH3","TRA",2096,"TRA_seasonality"
"NH3","TRA",2097,"TRA_seasonality"
"NH3","TRA",2098,"TRA_seasonality"
"NH3","TRA",2099,"TRA_seasonality"
"NH3","TRA",2100,"TRA_seasonality"
"NMVOC","TRA",2015,"TRA_seasonality"
"NMVOC","TRA",2016,"TRA_seasonality"
"NMVOC","TRA",2017,"TRA_seasonality"
"NMVOC","TRA",2018,"TRA_seasonality"
"NMVOC","TRA",2019,"TRA_seasonality"
"NMVOC","TRA",2020,"TRA_seasonality"
"NMVOC","TRA",2021,"TRA_seasonality"
"NMVOC","TRA",2022,"TRA_seasonality"
"NMVOC","TRA",2023,"TRA_seasonality"
"NMVOC","TRA",2024,"TRA_seasonality"
"NMVOC","TRA",2025,"TRA_seasonality"
"NMVOC","TRA",2026,"TRA_seasonality"
"NMVOC","TRA",2027,"TRA_seasonality"
"NMVOC","TRA",2028,"TRA_seasonality"
"NMVOC","TRA",2029,"TRA_seasonality"
"NMVOC","TRA",2030,"TRA_seasonality"
"NMVOC","TRA",2031,"TRA_seasonality"
"NMVOC","TRA",2032,"TRA_seasonality"
"NMVOC","TRA",2033,"TRA_seasonality"
"NMVOC","TRA",2034,"TRA_seasonality"
"NMVOC","TRA",2035,"TRA_seasonality"
"NMVOC","TRA",2036,"TRA_seasonality"
"NMVOC","TRA",2037,"TRA_seasonality"
"NMVOC","TRA",2038,"TRA_seasonality"
"NMVOC","TRA",2039,"TRA_seasonality"
"NMVOC","TRA",2040,"TRA_seasonality"
"NMVOC","TRA",2041,"TRA_seasonality"
"NMVOC","TRA",2042,"TRA_seasonality"
"NMVOC","TRA",2043,"TRA_seasonality"
"NMVOC","TRA",2044,"TRA_seasonality"
"NMVOC","TRA",2045,"TRA_seasonality"
"NMVOC","TRA",2046,"TRA_seasonality"
"NMVOC","TRA",2047,"TRA_seasonality"
"NMVOC","TRA",2048,"TRA_seasonality"
"NMVOC","TRA",2049,"TRA_seasonality"
"NMVOC","TRA",2050,"TRA_seasonality"
"NMVOC","TRA",2051,"TRA_seasonality"
"NMVOC","TRA",2052,"TRA_seasonality"
"NMVOC","TRA",2053,"TRA_seasonality"
"NMVOC","TRA",2054,"TRA_seasonality"
"NMVOC","TRA",2055,"TRA_seasonality"
"NMVOC","TRA",2056,"TRA_seasonality"
"NMVOC","TRA",2057,"TRA_seasonality"
"NMVOC","TRA",2058,"TRA_seasonality"
"NMVOC","TRA",2059,"TRA_seasonality"
"NMVOC","TRA",2060,"TRA_seasonality"
"NMVOC","TRA",2061,"TRA_seasonality"
"NMVOC","TRA",2062,"TRA_seasonality"
"NMVOC","TRA",2063,"TRA_seasonality"
"NMVOC","TRA",2064,"TRA_seasonality"
"NMVOC","TRA",2065,"TRA_seasonality"
"NMVOC","TRA",2066,"TRA_seasonality"
"NMVOC","TRA",2067,"TRA_seasonality"
"NMVOC","TRA",2068,"TRA_seasonality"
"NMVOC","TRA",2069,"TRA_seasonality"
"NMVOC","TRA",2070,"TRA_seasonality"
"NMVOC","TRA",2071,"TRA_seasonality"
"NMVOC","TRA",2072,"TRA_seasonality"
"NMVOC","TRA",2073,"TRA_seasonality"
"NMVOC","TRA",2074,"TRA_seasonality"
"NMVOC","TRA",2075,"TRA_seasonality"
"NMVOC","TRA",2076,"TRA_seasonality"
"NMVOC","TRA",2077,"TRA_seasonality"
"NMVOC","TRA",2078,"TRA_seasonality"
"NMVOC","TRA",2079,"TRA_seasonality"
"NMVOC","TRA",2080,"TRA_seasonality"
"NMVOC","TRA",2081,"TRA_seasonality"
"NMVOC","TRA",2082,"TRA_seasonality"
"NMVOC","TRA",2083,"TRA_seasonality"
"NMVOC","TRA",2084,"TRA_seasonality"
"NMVOC","TRA",2085,"TRA_seasonality"
"NMVOC","TRA",2086,"TRA_seasonality"
"NMVOC","TRA",2087,"TRA_seasonality"
"NMVOC","TRA",2088,"TRA_seasonality"
"NMVOC","TRA",2089,"TRA_seasonality"
"NMVOC","TRA",2090,"TRA_seasonality"
"NMVOC","TRA",2091,"TRA_seasonality"
"NMVOC","TRA",2092,"TRA_seasonality"
"NMVOC","TRA",2093,"TRA_seasonality"
"NMVOC","TRA",2094,"TRA_seasonality"
"NMVOC","TRA",2095,"TRA_seasonality"
"NMVOC","TRA",2096,"TRA_seasonality"
"NMVOC","TRA",2097,"TRA_seasonality"
"NMVOC","TRA",2098,"TRA_seasonality"
"NMVOC","TRA",2099,"TRA_seasonality"
"NMVOC","TRA",2100,"TRA_seasonality"
"NOx","TRA",2015,"TRA_seasonality"
"NOx","TRA",2016,"TRA_seasonality"
"NOx","TRA",2017,"TRA_seasonality"
"NOx","TRA",2018,"TRA_seasonality"
"NOx","TRA",2019,"TRA_seasonality"
"NOx","TRA",2020,"TRA_seasonality"
"NOx","TRA",2021,"TRA_seasonality"
"NOx","TRA",2022,"TRA_seasonality"
"NOx","TRA",2023,"TRA_seasonality"
"NOx","TRA",2024,"TRA_seasonality"
"NOx","TRA",2025,"TRA_seasonality"
"NOx","TRA",2026,"TRA_seasonality"
"NOx","TRA",2027,"TRA_seasonality"
"NOx","TRA",2028,"TRA_seasonality"
"NOx","TRA",2029,"TRA_seasonality"
"NOx","TRA",2030,"TRA_seasonality"
"NOx","TRA",2031,"TRA_seasonality"
"NOx","TRA",2032,"TRA_seasonality"
"NOx","TRA",2033,"TRA_seasonality"
"NOx","TRA",2034,"TRA_seasonality"
"NOx","TRA",2035,"TRA_seasonality"
"NOx","TRA",2036,"TRA_seasonality"
"NOx","TRA",2037,"TRA_seasonality"
"NOx","TRA",2038,"TRA_seasonality"
"NOx","TRA",2039,"TRA_seasonality"
"NOx","TRA",2040,"TRA_seasonality"
"NOx","TRA",2041,"TRA_seasonality"
"NOx","TRA",2042,"TRA_seasonality"
"NOx","TRA",2043,"TRA_seasonality"
"NOx","TRA",2044,"TRA_seasonality"
"NOx","TRA",2045,"TRA_seasonality"
"NOx","TRA",2046,"TRA_seasonality"
"NOx","TRA",2047,"TRA_seasonality"
"NOx","TRA",2048,"TRA_seasonality"
"NOx","TRA",2049,"TRA_seasonality"
"NOx","TRA",2050,"TRA_seasonality"
"NOx","TRA",2051,"TRA_seasonality"
"NOx","TRA",2052,"TRA_seasonality"
"NOx","TRA",2053,"TRA_seasonality"
"NOx","TRA",2054,"TRA_seasonality"
"NOx","TRA",2055,"TRA_seasonality"
"NOx","TRA",2056,"TRA_seasonality"
"NOx","TRA",2057,"TRA_seasonality"
"NOx","TRA",2058,"TRA_seasonality"
"NOx","TRA",2059,"TRA_seasonality"
"NOx","TRA",2060,"TRA_seasonality"
"NOx","TRA",2061,"TRA_seasonality"
"NOx","TRA",2062,"TRA_seasonality"
"NOx","TRA",2063,"TRA_seasonality"
"NOx","TRA",2064,"TRA_seasonality"
"NOx","TRA",2065,"TRA_seasonality"
"NOx","TRA",2066,"TRA_seasonality"
"NOx","TRA",2067,"TRA_seasonality"
"NOx","TRA",2068,"TRA_seasonality"
"NOx","TRA",2069,"TRA_seasonality"
"NOx","TRA",2070,"TRA_seasonality"
"NOx","TRA",2071,"TRA_seasonality"
"NOx","TRA",2072,"TRA_seasonality"
"NOx","TRA",2073,"TRA_seasonality"
"NOx","TRA",2074,"TRA_seasonality"
"NOx","TRA",2075,"TRA_seasonality"
"NOx","TRA",2076,"TRA_seasonality"
"NOx","TRA",2077,"TRA_seasonality"
"NOx","TRA",2078,"TRA_seasonality"
"NOx","TRA",2079,"TRA_seasonality"
"NOx","TRA",2080,"TRA_seasonality"
"NOx","TRA",2081,"TRA_seasonality"
"NOx","TRA",2082,"TRA_seasonality"
"NOx","TRA",2083,"TRA_seasonality"
"NOx","TRA",2084,"TRA_seasonality"
"NOx","TRA",2085,"TRA_seasonality"
"NOx","TRA",2086,"TRA_seasonality"
"NOx","TRA",2087,"TRA_seasonality"
"NOx","TRA",2088,"TRA_seasonality"
"NOx","TRA",2089,"TRA_seasonality"
"NOx","TRA",2090,"TRA_seasonality"
"NOx","TRA",2091,"TRA_seasonality"
"NOx","TRA",2092,"TRA_seasonality"
"NOx","TRA",2093,"TRA_seasonality"
"NOx","TRA",2094,"TRA_seasonality"
"NOx","TRA",2095,"TRA_seasonality"
"NOx","TRA",2096,"TRA_seasonality"
"NOx","TRA",2097,"TRA_seasonality"
"NOx","TRA",2098,"TRA_seasonality"
"NOx","TRA",2099,"TRA_seasonality"
"NOx","TRA",2100,"TRA_seasonality"
"OC","TRA",2015,"TRA_seasonality"
"OC","TRA",2016,"TRA_seasonality"
"OC","TRA",2017,"TRA_seasonality"
"OC","TRA",2018,"TRA_seasonality"
"OC","TRA",2019,"TRA_seasonality"
"OC","TRA",2020,"TRA_seasonality"
"OC","TRA",2021,"TRA_seasonality"
"OC","TRA",2022,"TRA_seasonality"
"OC","TRA",2023,"TRA_seasonality"
"OC","TRA",2024,"TRA_seasonality"
"OC","TRA",2025,"TRA_seasonality"
"OC","TRA",2026,"TRA_seasonality"
"OC","TRA",2027,"TRA_seasonality"
"OC","TRA",2028,"TRA_seasonality"
"OC","TRA",2029,"TRA_seasonality"
"OC","TRA",2030,"TRA_seasonality"
"OC","TRA",2031,"TRA_seasonality"
"OC","TRA",2032,"TRA_seasonality"
"OC","TRA",2033,"TRA_seasonality"
"OC","TRA",2034,"TRA_seasonality"
"OC","TRA",2035,"TRA_seasonality"
"OC","TRA",2036,"TRA_seasonality"
"OC","TRA",2037,"TRA_seasonality"
"OC","TRA",2038,"TRA_seasonality"
"OC","TRA",2039,"TRA_seasonality"
"OC","TRA",2040,"TRA_seasonality"
"OC","TRA",2041,"TRA_seasonality"
"OC","TRA",2042,"TRA_seasonality"
"OC","TRA",2043,"TRA_seasonality"
"OC","TRA",2044,"TRA_seasonality"
"OC","TRA",2045,"TRA_seasonality"
"OC","TRA",2046,"TRA_seasonality"
"OC","TRA",2047,"TRA_seasonality"
"OC","TRA",2048,"TRA_seasonality"
"OC","TRA",2049,"TRA_seasonality"
"OC","TRA",2050,"TRA_seasonality"
"OC","TRA",2051,"TRA_seasonality"
"OC","TRA",2052,"TRA_seasonality"
"OC","TRA",2053,"TRA_seasonality"
"OC","TRA",2054,"TRA_seasonality"
"OC","TRA",2055,"TRA_seasonality"
"OC","TRA",2056,"TRA_seasonality"
"OC","TRA",2057,"TRA_seasonality"
"OC","TRA",2058,"TRA_seasonality"
"OC","TRA",2059,"TRA_seasonality"
"OC","TRA",2060,"TRA_seasonality"
"OC","TRA",2061,"TRA_seasonality"
"OC","TRA",2062,"TRA_seasonality"
"OC","TRA",2063,"TRA_seasonality"
"OC","TRA",2064,"TRA_seasonality"
"OC","TRA",2065,"TRA_seasonality"
"OC","TRA",2066,"TRA_seasonality"
"OC","TRA",2067,"TRA_seasonality"
"OC","TRA",2068,"TRA_seasonality"
"OC","TRA",2069,"TRA_seasonality"
"OC","TRA",2070,"TRA_seasonality"
"OC","TRA",2071,"TRA_seasonality"
"OC","TRA",2072,"TRA_seasonality"
"OC","TRA",2073,"TRA_seasonality"
"OC","TRA",2074,"TRA_seasonality"
"OC","TRA",2075,"TRA_seasonality"
"OC","TRA",2076,"TRA_seasonality"
"OC","TRA",2077,"TRA_seasonality"
"OC","TRA",2078,"TRA_seasonality"
"OC","TRA",2079,"TRA_seasonality"
"OC","TRA",2080,"TRA_seasonality"
"OC","TRA",2081,"TRA_seasonality"
"OC","TRA",2082,"TRA_seasonality"
"OC","TRA",2083,"TRA_seasonality"
"OC","TRA",2084,"TRA_seasonality"
"OC","TRA",2085,"TRA_seasonality"
"OC","TRA",2086,"TRA_seasonality"
"OC","TRA",2087,"TRA_seasonality"
"OC","TRA",2088,"TRA_seasonality"
"OC","TRA",2089,"TRA_seasonality"
"OC","TRA",2090,"TRA_seasonality"
"OC","TRA",2091,"TRA_seasonality"
"OC","TRA",2092,"TRA_seasonality"
"OC","TRA",2093,"TRA_seasonality"
"OC","TRA",2094,"TRA_seasonality"
"OC","TRA",2095,"TRA_seasonality"
"OC","TRA",2096,"TRA_seasonality"
"OC","TRA",2097,"TRA_seasonality"
"OC","TRA",2098,"TRA_seasonality"
"OC","TRA",2099,"TRA_seasonality"
"OC","TRA",2100,"TRA_seasonality"
"Sulfur","TRA",2015,"TRA_seasonality"
"Sulfur","TRA",2016,"TRA_seasonality"
"Sulfur","TRA",2017,"TRA_seasonality"
"Sulfur","TRA",2018,"TRA_seasonality"
"Sulfur","TRA",2019,"TRA_seasonality"
"Sulfur","TRA",2020,"TRA_seasonality"
"Sulfur","TRA",2021,"TRA_seasonality"
"Sulfur","TRA",2022,"TRA_seasonality"
"Sulfur","TRA",2023,"TRA_seasonality"
"Sulfur","TRA",2024,"TRA_seasonality"
"Sulfur","TRA",2025,"TRA_seasonality"
"Sulfur","TRA",2026,"TRA_seasonality"
"Sulfur","TRA",2027,"TRA_seasonality"
"Sulfur","TRA",2028,"TRA_seasonality"
"Sulfur","TRA",2029,"TRA_seasonality"
"Sulfur","TRA",2030,"TRA_seasonality"
"Sulfur","TRA",2031,"TRA_seasonality"
"Sulfur","TRA",2032,"TRA_seasonality"
"Sulfur","TRA",2033,"TRA_seasonality"
"Sulfur","TRA",2034,"TRA_seasonality"
"Sulfur","TRA",2035,"TRA_seasonality"
"Sulfur","TRA",2036,"TRA_seasonality"
"Sulfur","TRA",2037,"TRA_seasonality"
"Sulfur","TRA",2038,"TRA_seasonality"
"Sulfur","TRA",2039,"TRA_seasonality"
"Sulfur","TRA",2040,"TRA_seasonality"
"Sulfur","TRA",2041,"TRA_seasonality"
"Sulfur","TRA",2042,"TRA_seasonality"
"Sulfur","TRA",2043,"TRA_seasonality"
"Sulfur","TRA",2044,"TRA_seasonality"
"Sulfur","TRA",2045,"TRA_seasonality"
"Sulfur","TRA",2046,"TRA_seasonality"
"Sulfur","TRA",2047,"TRA_seasonality"
"Sulfur","TRA",2048,"TRA_seasonality"
"Sulfur","TRA",2049,"TRA_seasonality"
"Sulfur","TRA",2050,"TRA_seasonality"
"Sulfur","TRA",2051,"TRA_seasonality"
"Sulfur","TRA",2052,"TRA_seasonality"
"Sulfur","TRA",2053,"TRA_seasonality"
"Sulfur","TRA",2054,"TRA_seasonality"
"Sulfur","TRA",2055,"TRA_seasonality"
"Sulfur","TRA",2056,"TRA_seasonality"
"Sulfur","TRA",2057,"TRA_seasonality"
"Sulfur","TRA",2058,"TRA_seasonality"
"Sulfur","TRA",2059,"TRA_seasonality"
"Sulfur","TRA",2060,"TRA_seasonality"
"Sulfur","TRA",2061,"TRA_seasonality"
"Sulfur","TRA",2062,"TRA_seasonality"
"Sulfur","TRA",2063,"TRA_seasonality"
"Sulfur","TRA",2064,"TRA_seasonality"
"Sulfur","TRA",2065,"TRA_seasonality"
"Sulfur","TRA",2066,"TRA_seasonality"
"Sulfur","TRA",2067,"TRA_seasonality"
"Sulfur","TRA",2068,"TRA_seasonality"
"Sulfur","TRA",2069,"TRA_seasonality"
"Sulfur","TRA",2070,"TRA_seasonality"
"Sulfur","TRA",2071,"TRA_seasonality"
"Sulfur","TRA",2072,"TRA_seasonality"
"Sulfur","TRA",2073,"TRA_seasonality"
"Sulfur","TRA",2074,"TRA_seasonality"
"Sulfur","TRA",2075,"TRA_seasonality"
"Sulfur","TRA",2076,"TRA_seasonality"
"Sulfur","TRA",2077,"TRA_seasonality"
"Sulfur","TRA",2078,"TRA_seasonality"
"Sulfur","TRA",2079,"TRA_seasonality"
"Sulfur","TRA",2080,"TRA_seasonality"
"Sulfur","TRA",2081,"TRA_seasonality"
"Sulfur","TRA",2082,"TRA_seasonality"
"Sulfur","TRA",2083,"TRA_seasonality"
"Sulfur","TRA",2084,"TRA_seasonality"
"Sulfur","TRA",2085,"TRA_seasonality"
"Sulfur","TRA",2086,"TRA_seasonality"
"Sulfur","TRA",2087,"TRA_seasonality"
"Sulfur","TRA",2088,"TRA_seasonality"
"Sulfur","TRA",2089,"TRA_seasonality"
"Sulfur","TRA",2090,"TRA_seasonality"
"Sulfur","TRA",2091,"TRA_seasonality"
"Sulfur","TRA",2092,"TRA_seasonality"
"Sulfur","TRA",2093,"TRA_seasonality"
"Sulfur","TRA",2094,"TRA_seasonality"
"Sulfur","TRA",2095,"TRA_seasonality"
"Sulfur","TRA",2096,"TRA_seasonality"
"Sulfur","TRA",2097,"TRA_seasonality"
"Sulfur","TRA",2098,"TRA_seasonality"
"Sulfur","TRA",2099,"TRA_seasonality"
"Sulfur","TRA",2100,"TRA_seasonality"
"BC","WST",2015,"WST_seasonality"
"BC","WST",2016,"WST_seasonality"
"BC","WST",2017,"WST_seasonality"
"BC","WST",2018,"WST_seasonality"
"BC","WST",2019,"WST_seasonality"
"BC","WST",2020,"WST_seasonality"
"BC","WST",2021,"WST_seasonality"
"BC","WST",2022,"WST_seasonality"
"BC","WST",2023,"WST_seasonality"
"BC","WST",2024,"WST_seasonality"
"BC","WST",2025,"WST_seasonality"
"BC","WST",2026,"WST_seasonality"
"BC","WST",2027,"WST_seasonality"
"BC","WST",2028,"WST_seasonality"
"BC","WST",2029,"WST_seasonality"
"BC","WST",2030,"WST_seasonality"
"BC","WST",2031,"WST_seasonality"
"BC","WST",2032,"WST_seasonality"
"BC","WST",2033,"WST_seasonality"
"BC","WST",2034,"WST_seasonality"
"BC","WST",2035,"WST_seasonality"
"BC","WST",2036,"WST_seasonality"
"BC","WST",2037,"WST_seasonality"
