iso,sector,VOC01,VOC02,VOC03,VOC04,VOC05,VOC06,VOC07,VOC08,VOC09,VOC12,VOC13,VOC14,VOC15,VOC16,VOC17,VOC18,VOC19,VOC20,VOC21,VOC22,VOC23,VOC24,VOC25
mac,FLR,0.00444653,0.017597034,0.021058365,0.054112571,0.030679383,0.179811797,0.008570814,0.009425411,0.010151289,0.094619233,0.023761454,0.082987507,0.259458688,0.000574984,0.108881867,0,0,0,0.014011239,0.000934869,0.001420405,0.057902173,0.019594387
mar,FLR,0.055532111,0.011422913,0.016031216,0.060389971,0.031833693,0.151925268,0.008255489,0.006118127,0.006589302,0.065746503,0.018089011,0.064288611,0.172997803,0.0071815,0.07068069,0,0,0,0.037626465,0.011675573,0.017739425,0.098099886,0.087776443
mda,FLR,0.002345522,0.000314496,0.093724468,0.211802067,0.370336372,0.047285919,0.000203969,0.000168426,0.000181397,0.001876928,0.105755112,0.059751299,0.004833222,0.000303244,0.001945727,0,0,0,0.092673124,0.000493127,0.000749239,0.003639364,0.001616978
mdg,FLR,0.055578632,0.006586748,0.011084404,0.047866448,0.026799663,0.103652735,0.009058073,0.003523008,0.003794325,0.039786901,0.012507219,0.042183583,0.101705863,0.007178195,0.040729151,0,0,0,0.035233942,0.01168664,0.017756237,0.083622645,0.339665589
mdv,FLR,0.112514104,0,0.008814144,0.062475087,0.040390974,0.076968386,0.009816714,0,0,0.009234378,0.009945543,0.024582449,0.009762365,0.014546571,0,0,0,0,0.06466196,0.023657426,0.035944196,0.12932656,0.367359144
mex,FLR,0.057463039,0.001048123,0.061119476,0.159555744,0.241692568,0.075105896,0,0.000559992,0.000603118,0.010332025,0.06896488,0.051791004,0.02041876,0.007430639,0.006485998,0,0,0,0.087871654,0.012081548,0.018356248,0.069193838,0.049925452
mhl,FLR,0.112510349,0,0.008815752,0.062464664,0.040395438,0.076952143,0.009828257,0,0,0.009236063,0.009947358,0.024595782,0.009764146,0.014539816,0,0,0,0,0.064663219,0.023655957,0.035941969,0.129322248,0.367366839
mkd,FLR,0.026320568,0.014659473,0.022773006,0.065413485,0.047372577,0.166840606,0.003787594,0.007852073,0.008456782,0.080680273,0.025696189,0.076222711,0.218108185,0.003403553,0.090705489,0,0,0,0.028052017,0.005533862,0.008407941,0.074231822,0.025481793
mli,FLR,0.055531559,0.006607108,0.011098761,0.047868505,0.0268634,0.103607709,0.009112309,0.003496802,0.003766101,0.03989725,0.012523418,0.04214524,0.101637976,0.007300264,0.040660262,0,0,0,0.035218248,0.011653875,0.017706458,0.083621219,0.339683533
mlt,FLR,0.14249735,0,0.011164983,0.079110594,0.051163908,0.097455077,0,0,0,0.011697299,0.012598141,0.031154185,0.012366107,0.018426378,0,0,0,0,0.081895025,0.029959926,0.045519978,0.16379005,0.211200997
mmr,FLR,0.003620156,0,0.086241165,0.195358434,0.341704743,0.041705959,0.00501491,0,0,0.000296713,0.09731124,0.054091624,0.000313678,0.000468204,0,0,0,0,0.086145594,0.000761526,0.001157034,0.004161099,0.081647921
mne,FLR,0.003620715,0.017285945,0.024742585,0.061997238,0.046164619,0.178000188,0.004701699,0.009258845,0.009971896,0.092885413,0.027918589,0.083908672,0.254807467,0.000467986,0.106957101,0,0,0,0.017358448,0.000761283,0.001156665,0.056019752,0.002014895
mng,FLR,0.005938386,0.010958077,0.048488092,0.114471408,0.159374316,0.1301229,0.009122541,0.005866885,0.00631871,0.059152892,0.054712109,0.074133656,0.161766973,0.000769159,0.06777116,0,0,0,0.044902796,0.001246268,0.001893533,0.039683998,0.003306141
moz,FLR,0,0,0.027082943,0.062183042,0.106954927,0.012888179,0,0,0,0,0.030559359,0.017694599,0,0,0,0,0,0,0.02681,0,0,0,0.715826951
mrt,FLR,0.059077065,0,0,0.08589941,0,0.102988748,0,0,0,0.040412712,0,0.034442758,0.102536059,0,0.033952335,0,0,0,0.045269779,0,0,0.096198289,0.399222845
msr,FLR,0.103969688,0.000495226,0.008652722,0.059002479,0.03784627,0.076045612,0,0.000265124,0.000285542,0.01118691,0.009763401,0.024991607,0.016313425,0.013444262,0.003063799,0,0,0,0.060000313,0.021859576,0.03321261,0.120991235,0.398610198
mtq,FLR,0.064308387,0,0.006515193,0.039023047,0.028937173,0.044654811,0,0,0,0.005279549,0.007351495,0.014975272,0.005581414,0.008315563,0,0,0,0,0.038402779,0.013520713,0.020542861,0.073917683,0.62867406
mus,FLR,0.055577392,0.006579202,0.011082538,0.047881647,0.026807599,0.103641373,0.009073363,0.003523341,0.003794683,0.039805382,0.012505112,0.04218822,0.101694316,0.007186494,0.040712194,0,0,0,0.035230783,0.011684928,0.017753636,0.083622381,0.339655417
mwi,FLR,0.055574644,0.006572791,0.011083464,0.047880993,0.026804199,0.103642302,0.009077819,0.003527663,0.003799339,0.039823712,0.012506158,0.042183504,0.101695297,0.007170318,0.040706489,0,0,0,0.035234147,0.011687551,0.017757621,0.083617201,0.339654789
mys,FLR,0.004679129,0.000326001,0.090599536,0.205659971,0.358040041,0.047480329,0.004561577,0.000174615,0.000188062,0.002129072,0.102229062,0.058254527,0.005203568,0.000604819,0.00201633,0,0,0,0.090773308,0.000983913,0.001494921,0.006355778,0.018245443
nam,FLR,0,0.003301597,0.003375883,0.008747911,0.003437787,0.033418763,0,0.001697681,0.001828424,0.018250072,0.003809217,0.015674661,0.049804265,0,0.021097205,0,0,0,0.001650798,0,0,0.010300982,0.823604755
ncl,FLR,0.112529418,0,0.008800144,0.062495924,0.040412443,0.076956893,0.009795533,0,0,0.009219711,0.009929746,0.024586696,0.009746859,0.014430959,0,0,0,0,0.064672079,0.023674244,0.03596975,0.129344172,0.367435431
ner,FLR,0.055705587,0.006770927,0.011438448,0.047531897,0.026668249,0.103551009,0.008463748,0.003784359,0.004075803,0.039735768,0.012906709,0.041660324,0.101351938,0.007617293,0.040735952,0,0,0,0.035179376,0.011469728,0.01742667,0.083679814,0.3402464
nga,FLR,0.004873635,0,0.093051728,0.211155071,0.368739878,0.045626769,0.000203722,0,0,0.000400661,0.104996017,0.05852458,0.00042357,0.00063058,0,0,0,0,0.09343119,0.001024539,0.001556645,0.00560188,0.009759534
nic,FLR,0.155678628,0,0.012195784,0.086428596,0.055905595,0.106468102,0,0,0,0.012777245,0.013761257,0.034034404,0.0135078,0.020123586,0,0,0,0,0.089469603,0.032729681,0.04972824,0.178940949,0.138250528
niu,FLR,0.112510349,0,0.008815752,0.062464664,0.040395438,0.076952143,0.009828257,0,0,0.009236063,0.009947358,0.024595782,0.009764146,0.014539816,0,0,0,0,0.064663219,0.023655957,0.035941969,0.129322248,0.367366839
nld,FLR,0.001675824,0.003305024,0.08206387,0.186178728,0.315129295,0.069965344,0.000450272,0.001770275,0.001906609,0.017840183,0.09259773,0.064162819,0.048803882,0.000216691,0.020449935,0,0,0,0.079440228,0.000352353,0.000535351,0.011841321,0.001314268
nor,FLR,0.000307814,4.56E-05,0.092557408,0.208316476,0.36640794,0.042877864,0.00570402,2.62E-05,2.82E-05,0.000271749,0.104438249,0.057623163,0.000700576,4.01E-05,0.000285384,0,0,0,0.090647532,6.41E-05,9.74E-05,0.00049066,0.029069521
npl,FLR,0.162574911,0,0.012592846,0.090434342,0.058351936,0.11110402,0.009969733,0,0,0.013193238,0.014209287,0.035512603,0.013947578,0.020987769,0,0,0,0,0.093461177,0.034191216,0.051948835,0.186867726,0.090652783
nzl,FLR,0,0.001015019,0.091641798,0.206437174,0.359892753,0.051413992,0.005632744,0.000541922,0.000583657,0.005401735,0.103405104,0.060787585,0.014854915,0,0.006241879,0,0,0,0.089124247,0,0,0.003025476,0
omn,FLR,0.003595955,0,0.087975143,0.199248743,0.348571147,0.042482606,0,0,0,0.000295786,0.099267794,0.055162496,0.000312698,0.000463575,0,0,0,0,0.087829089,0.000756815,0.001149876,0.004133282,0.068754992
pak,FLR,0.063389139,9.51E-05,0.062623832,0.164911241,0.250810182,0.070556335,0.004502196,5.09E-05,5.48E-05,0.005706471,0.070662345,0.049977272,0.006882712,0.008200547,0.000581457,0,0,0,0.092771703,0.013326963,0.020248482,0.073144754,0.041503571
pan,FLR,0.116696887,0,0.009144215,0.064786321,0.041901486,0.07981007,0.005985115,0,0,0.009580187,0.010317984,0.025513246,0.010127944,0.015090864,0,0,0,0,0.06706698,0.02453562,0.037278494,0.134134359,0.348030227
per,FLR,0.048964878,0.000915963,0.04861039,0.128098582,0.191982194,0.062772515,0.006552798,0.000526511,0.000567059,0.008998556,0.054850106,0.042119666,0.017938189,0.00633355,0.005755487,0,0,0,0.071411627,0.010261106,0.015590336,0.059062872,0.218687613
phl,FLR,0.044727316,0.013372528,0.017382572,0.059894167,0.030796625,0.164070191,0.007766307,0.007162402,0.007713998,0.075296653,0.019613829,0.070949735,0.200753115,0.005783724,0.082739525,0,0,0,0.032592222,0.009403908,0.014287941,0.091527039,0.044166201
plw,FLR,0.012613364,0.003549752,0.068808751,0.160577289,0.262432752,0.07333277,0.00596496,0.001901336,0.002047763,0.020048835,0.077641169,0.058769431,0.053360245,0.001633301,0.021964088,0,0,0,0.071802035,0.002651423,0.004028471,0.025146421,0.071725843
png,FLR,0.112507039,0,0.008818961,0.06246841,0.040391542,0.076941091,0.009828225,0,0,0.009239425,0.009950979,0.024600063,0.0097677,0.014551939,0,0,0,0,0.064659219,0.023654498,0.035939747,0.129318423,0.367362739
pol,FLR,0.004207545,0.017276997,0.023925829,0.060379992,0.04298609,0.17792259,0.007403314,0.00925401,0.009966687,0.092885427,0.026996994,0.083466854,0.254726187,0.00054404,0.106901552,0,0,0,0.016856596,0.000884671,0.001344135,0.056667487,0.005403001
pri,FLR,0.103969688,0.000495226,0.008652722,0.059002479,0.03784627,0.076045612,0,0.000265124,0.000285542,0.01118691,0.009763401,0.024991607,0.016313425,0.013444262,0.003063799,0,0,0,0.060000313,0.021859576,0.03321261,0.120991235,0.398610198
prk,FLR,0.021696768,0.016423654,0.018493129,0.054541875,0.024891495,0.178665847,0.010111878,0.008797004,0.009474485,0.089750686,0.02086694,0.079717934,0.243681817,0.002805536,0.101621967,0,0,0,0.020681271,0.004561767,0.006930978,0.074210116,0.012074853
prt,FLR,0.045142326,0.007863447,0.041096295,0.111809032,0.141298242,0.122784344,0.004110616,0.004212113,0.0045365,0.045824858,0.046371492,0.064070894,0.119688306,0.005837276,0.048655699,0,0,0,0.058745286,0.009491067,0.014420367,0.075478437,0.028563404
pry,FLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pse,FLR,0.055784814,0.011520192,0.016205308,0.060902498,0.032242968,0.153090844,0.001307818,0.006170513,0.006645721,0.066284381,0.018285451,0.064820111,0.174447316,0.007213549,0.071281273,0,0,0,0.037874162,0.011728702,0.017820146,0.098681113,0.087693118
pyf,FLR,0.112510349,0,0.008815752,0.062464664,0.040395438,0.076952143,0.009828257,0,0,0.009236063,0.009947358,0.024595782,0.009764146,0.014539816,0,0,0,0,0.064663219,0.023655957,0.035941969,0.129322248,0.367366839
qat,FLR,1.17E-05,0,0.09621805,0.216436209,0.381043348,0.043921266,0,0,0,9.65E-07,0.108568766,0.059664488,1.02E-06,1.52E-06,0,0,0,0,0.094106586,2.45E-06,3.73E-06,1.34E-05,6.49E-06
reu,FLR,0.055577392,0.006579202,0.011082538,0.047881647,0.026807599,0.103641373,0.009073363,0.003523341,0.003794683,0.039805382,0.012505112,0.04218822,0.101694316,0.007186494,0.040712194,0,0,0,0.035230783,0.011684928,0.017753636,0.083622381,0.339655417
rou,FLR,0.017650435,0.005561287,0.063860432,0.151933958,0.237031919,0.093464841,0.000789215,0.002978764,0.003208167,0.031236773,0.072057671,0.064461024,0.083408315,0.002282398,0.034410745,0,0,0,0.068465908,0.003710974,0.005638313,0.036971871,0.020876992
rus,FLR,0.008241852,0.003017584,0.079258985,0.182274822,0.305206277,0.070207635,0.001168519,0.001616285,0.00174076,0.016839417,0.089432812,0.06241006,0.045141387,0.001065747,0.018671211,0,0,0,0.080111243,0.001732845,0.00263282,0.018526123,0.010703615
rwa,FLR,0.055576829,0.006580407,0.011082465,0.047879852,0.026805119,0.103642385,0.009075745,0.003524121,0.003795523,0.039805848,0.012505031,0.04218653,0.101695984,0.007191048,0.040710381,0,0,0,0.035231386,0.011684452,0.017752913,0.083621921,0.339652059
sau,FLR,0.007244617,0,0.083736992,0.191102114,0.331968064,0.042912706,0,0,0,0.000594676,0.094485624,0.053155019,0.000628677,0.000936883,0,0,0,0,0.085502772,0.001523174,0.002314252,0.008327146,0.095567285
sdn,FLR,0.095347298,0,0.00760653,0.052934195,0.03471874,0.065278521,0,0,0,0.007969188,0.008582919,0.020618397,0.008424837,0.012404117,0,0,0,0,0.054797298,0.020046679,0.030458167,0.109594596,0.471218517
sen,FLR,0.111115521,0,0.008892985,0.062143485,0.040695901,0.076079241,0,0,0,0.009133344,0.010034505,0.024423206,0.009655556,0.014372191,0,0,0,0,0.064052342,0.023363167,0.03549711,0.127718998,0.382822448
sgp,FLR,0.117245969,3.97E-05,0.035700243,0.124742842,0.146977588,0.092663856,0.004563919,2.13E-05,2.29E-05,0.009837205,0.040282791,0.042230151,0.010759436,0.015161117,0.000245709,0,0,0,0.093293188,0.024650854,0.037453574,0.134884632,0.069223037
slb,FLR,0.112536042,0,0.008792925,0.062442723,0.040410939,0.076962719,0.009822922,0,0,0.009212147,0.0099216,0.024663727,0.009738863,0.014553761,0,0,0,0,0.064660877,0.023627649,0.035898958,0.129351765,0.367402383
sle,FLR,0.055576158,0.006569107,0.011095513,0.047879369,0.026800049,0.103667449,0.009079722,0.00352258,0.003793864,0.039789146,0.012519753,0.042192971,0.101673343,0.007188463,0.040717804,0,0,0,0.035237018,0.011683806,0.017751934,0.08362159,0.339640359
slv,FLR,0.124716424,0,0.009772047,0.069239192,0.044779714,0.085294076,0,0,0,0.010237951,0.011026405,0.027266788,0.010823318,0.016128017,0,0,0,0,0.071675942,0.026221329,0.039839693,0.143352226,0.309626879
som,FLR,0.055564113,0.006567861,0.011057645,0.047818559,0.026824548,0.103562721,0.009081793,0.003578564,0.003854159,0.039849439,0.012477025,0.0421949,0.101760949,0.007134056,0.04070234,0,0,0,0.03521733,0.011682302,0.017749647,0.083612854,0.339709193
spm,FLR,0.007109914,0.007391661,0.062663087,0.145752507,0.226281322,0.103406822,0.001720449,0.00395331,0.004257765,0.040129602,0.070706624,0.069080794,0.109318312,0.000908945,0.045656052,0,0,0,0.061120401,0.00150384,0.002284877,0.030330919,0.0064228
srb,FLR,0.003620768,0.017286003,0.024742412,0.061997122,0.046164469,0.178000385,0.004701867,0.009258815,0.009971863,0.092885421,0.027918391,0.083908682,0.254807287,0.000468251,0.106957135,0,0,0,0.017358399,0.000761277,0.001156655,0.056019776,0.002015022
ssd,FLR,0.09542489,0,0.007490939,0.05297726,0.03426247,0.065261838,0,0,0,0.007848085,0.008452489,0.02089438,0.00829681,0.012339425,0,0,0,0,0.054848809,0.020070592,0.030494497,0.109683782,0.471653734
stp,FLR,0.05556935,0.006579664,0.011086092,0.047876931,0.026801109,0.103644743,0.009067058,0.003524233,0.003795644,0.039808513,0.012509123,0.042189391,0.101696375,0.007184886,0.040719726,0,0,0,0.035229813,0.011683402,0.017751321,0.083617181,0.339665447
sur,FLR,0.064296216,0,0.006585833,0.039015379,0.028937243,0.044619359,0,0,0,0.005250467,0.007431203,0.014964953,0.005550668,0.008343033,0,0,0,0,0.038388867,0.013518219,0.020539069,0.073903702,0.62865579
svk,FLR,0.003357704,0.006519495,0.06826698,0.156705849,0.250903968,0.09532254,0.001625186,0.003492004,0.003760933,0.035195478,0.077029851,0.068529611,0.096274322,0.000434146,0.040339206,0,0,0,0.065177547,0.000705975,0.001072632,0.023417916,0.001868653
svn,FLR,0.002791259,0.015033925,0.03409937,0.082082963,0.08995387,0.160319871,0.00153049,0.008052508,0.008672654,0.080754732,0.038476427,0.080717019,0.221579515,0.000360818,0.093022614,0,0,0,0.027222481,0.000586899,0.000891712,0.048310167,0.005540703
swe,FLR,0.080679199,0.003267636,0.035688239,0.111783393,0.135429147,0.099728723,0.004331856,0.001770014,0.001906328,0.024175804,0.040269246,0.048736254,0.055235139,0.010435109,0.020269503,0,0,0,0.073452964,0.016961803,0.025771122,0.102560278,0.107548244
swz,FLR,0.055578461,0.006568654,0.011081225,0.047877029,0.026836619,0.103625424,0.009093958,0.003537508,0.003809942,0.039804164,0.012503631,0.04218044,0.101703497,0.007178312,0.040714018,0,0,0,0.035232684,0.011677952,0.017743039,0.083609396,0.339644045
sxm,FLR,0.064307934,0,0.006513992,0.039020355,0.028941038,0.044654461,0,0,0,0.005278399,0.00735014,0.014975843,0.005580197,0.008314864,0,0,0,0,0.038403119,0.013521124,0.020543485,0.073917163,0.628677887
syc,FLR,0.055559691,0.006568582,0.011111261,0.047876392,0.026798713,0.103637172,0.009137828,0.00352758,0.003799249,0.039805962,0.012537523,0.042189475,0.101671778,0.007194678,0.040711349,0,0,0,0.035243305,0.011678993,0.017744622,0.083593455,0.339612393
syr,FLR,0.058115281,0,0.062098439,0.161704886,0.248754513,0.066008392,0,0,0,0.004770755,0.070069509,0.048387334,0.005043529,0.007515191,0,0,0,0,0.089678154,0.012218639,0.01856454,0.066799181,0.080271655
tca,FLR,0.103969688,0.000495226,0.008652722,0.059002479,0.03784627,0.076045612,0,0.000265124,0.000285542,0.01118691,0.009763401,0.024991607,0.016313425,0.013444262,0.003063799,0,0,0,0.060000313,0.021859576,0.03321261,0.120991235,0.398610198
tcd,FLR,0.055625912,0.006649893,0.011026241,0.047806441,0.026823481,0.103666429,0.0090126,0.00352976,0.003801597,0.039790023,0.01244159,0.042116586,0.101702488,0.007211539,0.040640731,0,0,0,0.035226458,0.011736388,0.017831822,0.08361792,0.339742102
tgo,FLR,0.000898438,0,0,0.000512149,0.000268822,0.000609931,0,0,0,0,0,0.000294639,0,0,0,0,0,0,0.000527101,0.00017709,0.000269064,0.001032688,0.99541008
tha,FLR,0.012954783,0.002601311,0.07834485,0.181884419,0.303067736,0.068886272,0.008147547,0.001393141,0.001500431,0.014996294,0.088401339,0.061007919,0.039420907,0.001675275,0.016095022,0,0,0,0.081772649,0.002723826,0.004138478,0.02269442,0.008293382
tjk,FLR,0,0,0.096211999,0.216439962,0.38107362,0.043955076,0,0,0,0,0.10856194,0.059646774,0,0,0,0,0,0,0.094110629,0,0,0,0
tkl,FLR,0.112510349,0,0.008815752,0.062464664,0.040395438,0.076952143,0.009828257,0,0,0.009236063,0.009947358,0.024595782,0.009764146,0.014539816,0,0,0,0,0.064663219,0.023655957,0.035941969,0.129322248,0.367366839
tkm,FLR,0,0,0.096223098,0.216445395,0.381066937,0.043917811,0,0,0,0,0.108574469,0.059665492,0,0,0,0,0,0,0.094106798,0,0,0,0
tls,FLR,0.01261289,0.003549473,0.068808639,0.160577432,0.262432999,0.073333618,0.005965926,0.001901568,0.002048013,0.020049831,0.077641035,0.058766015,0.053359274,0.001630957,0.021965574,0,0,0,0.071801772,0.002651946,0.004029266,0.025147464,0.071726308
ton,FLR,0.112510349,0,0.008815752,0.062464664,0.040395438,0.076952143,0.009828257,0,0,0.009236063,0.009947358,0.024595782,0.009764146,0.014539816,0,0,0,0,0.064663219,0.023655957,0.035941969,0.129322248,0.367366839
tto,FLR,0,0,0.096161138,0.216303819,0.380817459,0.043887729,0,0,0,0,0.108504561,0.059627222,0,0,0,0,0,0,0.094045136,0,0,0,0.000652936
tun,FLR,0.014592562,0,0.088772163,0.205211773,0.352265894,0.04997319,0,0,0,0.001197783,0.100167118,0.057526786,0.001266268,0.001886985,0,0,0,0,0.094086796,0.003068072,0.004661513,0.01677306,0.008550037
tur,FLR,0.01696986,0.007123604,0.056581382,0.135751735,0.203472293,0.104556981,0.008534418,0.003815472,0.004109312,0.03954915,0.063844273,0.065973507,0.106351431,0.002194436,0.044077641,0,0,0,0.060226681,0.003567841,0.005420843,0.0408767,0.027002437
twn,FLR,0.034060742,0.0106005,0.034418143,0.093373983,0.106076646,0.138578034,0.008049226,0.005677927,0.0061152,0.059575009,0.038836118,0.068804101,0.15902195,0.004404396,0.065590696,0,0,0,0.04532565,0.007161235,0.01088051,0.070951841,0.032498095
tza,FLR,0,0.002461594,0.00251698,0.006394853,0.002563135,0.024502709,0.007109358,0.001318491,0.001420032,0.013158544,0.002840064,0.011209085,0.03612931,0,0.015231115,0,0,0,0.001230797,0,0,0.007366321,0.864547612
uga,FLR,0.05558521,0.006579886,0.011090786,0.047879837,0.026812233,0.103651589,0.009077664,0.003529044,0.003800825,0.039786216,0.012514419,0.042186036,0.101684724,0.007205237,0.040708111,0,0,0,0.035229985,0.011687937,0.01775821,0.083591263,0.339640789
ukr,FLR,0.00220474,0.005293033,0.073350629,0.167351206,0.274668921,0.085233961,0.004556339,0.002835098,0.003053437,0.028531706,0.082766047,0.066664599,0.078117955,0.000285074,0.032750656,0,0,0,0.070188169,0.00046358,0.000704346,0.018413282,0.002567221
ury,FLR,0.149090576,0,0.012059983,0.083604442,0.055072077,0.102131095,0.000253173,0,0,0.012237828,0.013608025,0.032860134,0.01293754,0.019293239,0,0,0,0,0.086063531,0.0313518,0.047634735,0.171368458,0.170433364
usa,FLR,0.004567511,0.010568812,0.050684073,0.118777522,0.169150332,0.126584267,0.00392436,0.005660944,0.00609691,0.056984112,0.057189974,0.073750428,0.155995729,0.000590651,0.065394599,0,0,0,0.046559359,0.000960296,0.001459037,0.036956484,0.008144599
uzb,FLR,0.010247446,0.000460319,0.089127141,0.204497103,0.352075743,0.051698762,0.000302263,0.000247141,0.000266174,0.003308429,0.100567659,0.058818111,0.007670137,0.001324846,0.002850061,0,0,0,0.092039785,0.002154566,0.003273565,0.013160447,0.005910301
vct,FLR,0.064309001,0,0.006515049,0.03902315,0.028936912,0.044654854,0,0,0,0.005278504,0.007351332,0.014975688,0.005580309,0.008315524,0,0,0,0,0.038402874,0.013520747,0.02054291,0.073918395,0.62867475
ven,FLR,0.008021292,0,0.08831572,0.201697537,0.350139727,0.045505709,0.000604055,0,0,0.000658808,0.099652087,0.056126365,0.000696476,0.00103663,0,0,0,0,0.090367503,0.001686469,0.002562358,0.009219877,0.043709386
vgb,FLR,0.103969688,0.000495226,0.008652722,0.059002479,0.03784627,0.076045612,0,0.000265124,0.000285542,0.01118691,0.009763401,0.024991607,0.016313425,0.013444262,0.003063799,0,0,0,0.060000313,0.021859576,0.03321261,0.120991235,0.398610198
vir,FLR,0.103969688,0.000495226,0.008652722,0.059002479,0.03784627,0.076045612,0,0.000265124,0.000285542,0.01118691,0.009763401,0.024991607,0.016313425,0.013444262,0.003063799,0,0,0,0.060000313,0.021859576,0.03321261,0.120991235,0.398610198
vnm,FLR,0.015059705,0.00592712,0.050934008,0.121978593,0.184610385,0.089362784,0.009471725,0.003174504,0.003418982,0.032983105,0.05747199,0.057442116,0.088568216,0.001947419,0.036674275,0,0,0,0.054349525,0.003166074,0.004810413,0.035090776,0.143558287
vut,FLR,0.112514581,0,0.008799469,0.062459484,0.040406866,0.076946842,0.009827017,0,0,0.009219004,0.009928985,0.024563656,0.009746112,0.014592218,0,0,0,0,0.064667994,0.023651216,0.035934763,0.129327091,0.367414703
wlf,FLR,0.112510349,0,0.008815752,0.062464664,0.040395438,0.076952143,0.009828257,0,0,0.009236063,0.009947358,0.024595782,0.009764146,0.014539816,0,0,0,0,0.064663219,0.023655957,0.035941969,0.129322248,0.367366839
wsm,FLR,0.112510349,0,0.008815752,0.062464664,0.040395438,0.076952143,0.009828257,0,0,0.009236063,0.009947358,0.024595782,0.009764146,0.014539816,0,0,0,0,0.064663219,0.023655957,0.035941969,0.129322248,0.367366839
srb (kosovo),FLR,0.006117344,0.016980266,0.024541612,0.062403479,0.046410391,0.176619508,0.004630667,0.009095039,0.009795473,0.091452661,0.027691815,0.083006801,0.250522619,0.000791004,0.105065255,0,0,0,0.018558366,0.001286174,0.001954164,0.057972112,0.00510525
yem,FLR,0.08566524,0,0.006716397,0.047556794,0.030761546,0.058586033,0,0,0,0.007036617,0.007578526,0.01871698,0.007438944,0.011078588,0,0,0,0,0.049235533,0.018016821,0.027374077,0.098465798,0.525772105
zaf,FLR,0,0.018959107,0.019385686,0.049055677,0.01974117,0.189111283,0.009912059,0.010154622,0.010936657,0.10154622,0.021874068,0.086546076,0.279115826,0,0.117306149,0,0,0,0.009479554,0,0,0.056875848,0
zmb,FLR,0.071078157,0.005469391,0.011184905,0.052362579,0.030373355,0.096671471,0.008420478,0.001464771,0.001577577,0.031736713,0.012620619,0.037451657,0.077942236,0.008716841,0.030252569,0,0,0,0.043299346,0.014756532,0.022420516,0.096056183,0.3461441
zwe,FLR,0,0.016559578,0.01693217,0.042845694,0.01724266,0.165176849,0.0089321,0.008869265,0.009552313,0.088693567,0.019105613,0.075591548,0.24378871,0,0.102458058,0,0,0,0.008279789,0,0,0.049676813,0.12629527
abw,FFFI,0.008021582,0,0.088316563,0.201695939,0.350138183,0.045506615,0.000603248,0,0,0.000659612,0.099653036,0.056125717,0.000697326,0.00103575,0,0,0,0,0.090367231,0.001686853,0.002562941,0.00922021,0.043709193
afg,FFFI,0.11251975,0,0.008813981,0.062479105,0.04039928,0.076942895,0.009826249,0,0,0.009234207,0.00994536,0.024603942,0.009762184,0.014556076,0,0,0,0,0.064650228,0.023646443,0.035927509,0.129333048,0.367359744
ago,FFFI,0.092564914,0,0.007244178,0.051376166,0.033243869,0.063295156,0,0,0,0.00758956,0.008174054,0.020231013,0.008023503,0.011972581,0,0,0,0,0.053188766,0.019447146,0.029547257,0.106396457,0.487705378
alb,FFFI,0.069189533,0.004243571,0.024288,0.08207166,0.08679515,0.096280672,0.008214912,0.002272334,0.002447333,0.028410144,0.027405651,0.043508381,0.068483275,0.008946328,0.026258414,0,0,0,0.056094337,0.014546712,0.022101724,0.092257596,0.236184274
are,FFFI,0.000681083,0,0.092312703,0.207905356,0.365610219,0.042572801,0,0,0,5.59E-05,0.104162129,0.05735675,5.91E-05,8.81E-05,0,0,0,0,0.090620646,0.000143211,0.00021759,0.000782854,0.03743158
arg,FFFI,0.008212174,0.000284677,0.090168642,0.206018676,0.356632597,0.049180888,0.000262751,0.00015248,0.000164223,0.002197775,0.101742857,0.058425965,0.004901394,0.001061919,0.001760534,0,0,0,0.092132898,0.001726455,0.00262311,0.010291905,0.012058082
arm,FFFI,0,0,0.096223952,0.216445153,0.381066268,0.043916453,0,0,0,0,0.108575436,0.059666174,0,0,0,0,0,0,0.094106564,0,0,0,0
asm,FFFI,0.112510349,0,0.008815752,0.062464664,0.040395438,0.076952143,0.009828257,0,0,0.009236063,0.009947358,0.024595782,0.009764146,0.014539816,0,0,0,0,0.064663219,0.023655957,0.035941969,0.129322248,0.367366839
atg,FFFI,0.064308022,0,0.006514762,0.03902322,0.028937466,0.044656426,0,0,0,0.005279229,0.007351009,0.014974864,0.005581075,0.00831501,0,0,0,0,0.038402777,0.013521197,0.020543594,0.073917268,0.628674083
aus,FFFI,0.000587614,0.01365521,0.039365109,0.092721522,0.114960814,0.148056246,0.005621432,0.007298343,0.007860408,0.073109262,0.044418081,0.078143464,0.200894713,9.91E-05,0.084442053,0,0,0,0.03197962,0.000128917,0.000195872,0.041604338,0.014857871
aut,FFFI,0.014082114,0.004423991,0.071167469,0.166692279,0.269217545,0.083673642,0.001877483,0.00236981,0.002552316,0.024852814,0.080302659,0.063915036,0.066355378,0.001820963,0.027374101,0,0,0,0.074403918,0.002960859,0.004498617,0.029458897,0.008000111
aze,FFFI,0.099289682,0,0.045799932,0.140645231,0.186217897,0.085257304,0,0,0,0.008150547,0.051678894,0.045283189,0.008616564,0.012838996,0,0,0,0,0.0942466,0.020875574,0.031717556,0.114126075,0.055255959
